Month,Main Category,Subcategory,Cost Amount
2019-09-01,Administrative & General,Insurance,16370.64
2019-10-01,Rooms Department,Front Office Labor,6276.67
2019-10-01,Rooms Department,Guest Amenities,12378.61
2019-10-01,Rooms Department,Cleaning Supplies,4504.73
2019-10-01,Housekeeping & Laundry,Housekeeping Labor,22502.64
2019-10-01,Housekeeping & Laundry,Laundry,4606.16
2019-10-01,Housekeeping & Laundry,Linen Replacement,5967.27
2019-10-01,Utilities,Electricity,12517.98
2019-10-01,Utilities,Water,8566.21
2019-10-01,Utilities,Gas,10016.19
2019-10-01,Sales & Marketing,OTA Commissions,8640.5
2019-10-01,Sales & Marketing,Advertising,5736.01
2019-10-01,Sales & Marketing,Promotions,10303.5
2019-10-01,Maintenance & Repairs,Preventive Maintenance,4240.44
2019-10-01,Maintenance & Repairs,Repairs,11858.68
2019-10-01,Maintenance & Repairs,Equipment Maintenance,10605.38
2019-10-01,Administrative & General,Management Salaries,18620.45
2019-10-01,Administrative & General,IT Costs,2301.37
2019-10-01,Administrative & General,Insurance,3905.05
2019-11-01,Rooms Department,Front Office Labor,5177.55
2019-11-01,Rooms Department,Guest Amenities,14475.27
2019-11-01,Rooms Department,Cleaning Supplies,40358.46
2019-11-01,Housekeeping & Laundry,Housekeeping Labor,22838.29
2019-11-01,Housekeeping & Laundry,Laundry,9093.76
2019-11-01,Housekeeping & Laundry,Linen Replacement,14690.47
2019-11-01,Utilities,Electricity,12608.41
2019-11-01,Utilities,Water,15365.13
2019-11-01,Utilities,Gas,24243.62
2019-11-01,Sales & Marketing,OTA Commissions,5339.39
2019-11-01,Sales & Marketing,Advertising,11607.22
2019-11-01,Sales & Marketing,Promotions,28812.61
2019-11-01,Maintenance & Repairs,Preventive Maintenance,6277.56
2019-11-01,Maintenance & Repairs,Repairs,29536.29
2019-11-01,Maintenance & Repairs,Equipment Maintenance,4535.22
2019-11-01,Administrative & General,Management Salaries,31660.52
2019-11-01,Administrative & General,IT Costs,6513.09
2019-11-01,Administrative & General,Insurance,17038.92
2019-12-01,Rooms Department,Front Office Labor,9563.57
2019-12-01,Rooms Department,Guest Amenities,14344.2
2019-12-01,Rooms Department,Cleaning Supplies,45569.19
2019-12-01,Housekeeping & Laundry,Housekeeping Labor,14877.71
2019-12-01,Housekeeping & Laundry,Laundry,5692.99
2019-12-01,Housekeeping & Laundry,Linen Replacement,46621.22
2019-12-01,Utilities,Electricity,15907.65
2019-12-01,Utilities,Water,11963.97
2019-12-01,Utilities,Gas,23713.93
2019-12-01,Sales & Marketing,OTA Commissions,33792.37
2019-12-01,Sales & Marketing,Advertising,10723.26
2019-12-01,Sales & Marketing,Promotions,27825.84
2019-12-01,Maintenance & Repairs,Preventive Maintenance,14236.89
2019-12-01,Maintenance & Repairs,Repairs,32709.54
2019-12-01,Maintenance & Repairs,Equipment Maintenance,16517.23
2019-12-01,Administrative & General,Management Salaries,8912.29
2019-12-01,Administrative & General,IT Costs,52325.25
2019-12-01,Administrative & General,Insurance,12521.41
2020-01-01,Rooms Department,Front Office Labor,40705.92
2020-01-01,Rooms Department,Guest Amenities,9092.16
2020-01-01,Rooms Department,Cleaning Supplies,294.02
2020-01-01,Housekeeping & Laundry,Housekeeping Labor,19100.42
2020-01-01,Housekeeping & Laundry,Laundry,5152.64
2020-01-01,Housekeeping & Laundry,Linen Replacement,26336.04
2020-01-01,Utilities,Electricity,42849.68
2020-01-01,Utilities,Water,1487.13
2020-01-01,Utilities,Gas,339.25
2020-01-01,Sales & Marketing,OTA Commissions,18508.14
2020-01-01,Sales & Marketing,Advertising,34331.2
2020-01-01,Sales & Marketing,Promotions,3462.8
2020-01-01,Maintenance & Repairs,Preventive Maintenance,3719.29
2020-01-01,Maintenance & Repairs,Repairs,11401.13
2020-01-01,Maintenance & Repairs,Equipment Maintenance,33170.31
2020-01-01,Administrative & General,Management Salaries,30532.29
2020-01-01,Administrative & General,IT Costs,3649.49
2020-01-01,Administrative & General,Insurance,31756.46
2020-02-01,Rooms Department,Front Office Labor,337.88
2020-02-01,Rooms Department,Guest Amenities,17630.57
2020-02-01,Rooms Department,Cleaning Supplies,26016.38
2020-02-01,Housekeeping & Laundry,Housekeeping Labor,44084.78
2020-02-01,Housekeeping & Laundry,Laundry,8096.84
2020-02-01,Housekeeping & Laundry,Linen Replacement,2543.23
2020-02-01,Utilities,Electricity,18409.15
2020-02-01,Utilities,Water,1129.87
2020-02-01,Utilities,Gas,17318.83
2020-02-01,Sales & Marketing,OTA Commissions,3150.8
2020-02-01,Sales & Marketing,Advertising,3610.58
2020-02-01,Sales & Marketing,Promotions,38157.19
2020-02-01,Maintenance & Repairs,Preventive Maintenance,21407.97
2020-02-01,Maintenance & Repairs,Repairs,16060.31
2020-02-01,Maintenance & Repairs,Equipment Maintenance,911.62
2020-02-01,Administrative & General,Management Salaries,29961.86
2020-02-01,Administrative & General,IT Costs,2710.67
2020-02-01,Administrative & General,Insurance,23661.33
2020-03-01,Rooms Department,Front Office Labor,19708.36
2020-03-01,Rooms Department,Guest Amenities,9182.6
2020-03-01,Rooms Department,Cleaning Supplies,26437.19
2020-03-01,Housekeeping & Laundry,Housekeeping Labor,1932.74
2020-03-01,Housekeeping & Laundry,Laundry,33831.38
2020-03-01,Housekeeping & Laundry,Linen Replacement,27575.12
2020-03-01,Utilities,Electricity,27451.79
2020-03-01,Utilities,Water,7429.83
2020-03-01,Utilities,Gas,13215.93
2020-03-01,Sales & Marketing,OTA Commissions,22400.33
2020-03-01,Sales & Marketing,Advertising,9796.66
2020-03-01,Sales & Marketing,Promotions,15167.8
2020-03-01,Maintenance & Repairs,Preventive Maintenance,38093.17
2020-03-01,Maintenance & Repairs,Repairs,25687.3
2020-03-01,Maintenance & Repairs,Equipment Maintenance,2534.42
2020-03-01,Administrative & General,Management Salaries,1471.29
2020-03-01,Administrative & General,IT Costs,12774.99
2020-03-01,Administrative & General,Insurance,34066.86
2020-04-01,Rooms Department,Front Office Labor,2317.33
2020-04-01,Rooms Department,Guest Amenities,22101.17
2020-04-01,Rooms Department,Cleaning Supplies,12789.22
2020-04-01,Housekeeping & Laundry,Housekeeping Labor,24243.7
2020-04-01,Housekeeping & Laundry,Laundry,1572.07
2020-04-01,Housekeeping & Laundry,Linen Replacement,17764.75
2020-04-01,Utilities,Electricity,21611.74
2020-04-01,Utilities,Water,17448.51
2020-04-01,Utilities,Gas,8373.76
2020-04-01,Sales & Marketing,OTA Commissions,13496.83
2020-04-01,Sales & Marketing,Advertising,11707.69
2020-04-01,Sales & Marketing,Promotions,5727.07
2020-04-01,Maintenance & Repairs,Preventive Maintenance,6575.79
2020-04-01,Maintenance & Repairs,Repairs,10972.62
2020-04-01,Maintenance & Repairs,Equipment Maintenance,21147.97
2020-04-01,Administrative & General,Management Salaries,23592.98
2020-04-01,Administrative & General,IT Costs,18323.01
2020-04-01,Administrative & General,Insurance,488.11
2020-05-01,Rooms Department,Front Office Labor,5673.2
2020-05-01,Rooms Department,Guest Amenities,18796.88
2020-05-01,Rooms Department,Cleaning Supplies,8511.97
2020-05-01,Housekeeping & Laundry,Housekeeping Labor,11996.4
2020-05-01,Housekeeping & Laundry,Laundry,4632.56
2020-05-01,Housekeeping & Laundry,Linen Replacement,4057.02
2020-05-01,Utilities,Electricity,11750.78
2020-05-01,Utilities,Water,1710.94
2020-05-01,Utilities,Gas,16024.26
2020-05-01,Sales & Marketing,OTA Commissions,5836.31
2020-05-01,Sales & Marketing,Advertising,6794.9
2020-05-01,Sales & Marketing,Promotions,19052.65
2020-05-01,Maintenance & Repairs,Preventive Maintenance,3216.79
2020-05-01,Maintenance & Repairs,Repairs,21389.32
2020-05-01,Maintenance & Repairs,Equipment Maintenance,6262.02
2020-05-01,Administrative & General,Management Salaries,2146.4
2020-05-01,Administrative & General,IT Costs,6863.44
2020-05-01,Administrative & General,Insurance,14097.53
2020-06-01,Rooms Department,Front Office Labor,6950.94
2020-06-01,Rooms Department,Guest Amenities,2594.02
2020-06-01,Rooms Department,Cleaning Supplies,26770.96
2020-06-01,Housekeeping & Laundry,Housekeeping Labor,3892.1
2020-06-01,Housekeeping & Laundry,Laundry,6446.98
2020-06-01,Housekeeping & Laundry,Linen Replacement,15377.41
2020-06-01,Utilities,Electricity,17365.89
2020-06-01,Utilities,Water,4.29
2020-06-01,Utilities,Gas,11044.63
2020-06-01,Sales & Marketing,OTA Commissions,3364.7
2020-06-01,Sales & Marketing,Advertising,22143.67
2020-06-01,Sales & Marketing,Promotions,2010.64
2020-06-01,Maintenance & Repairs,Preventive Maintenance,841.65
2020-06-01,Maintenance & Repairs,Repairs,13183.69
2020-06-01,Maintenance & Repairs,Equipment Maintenance,22146.77
2020-06-01,Administrative & General,Management Salaries,11633.94
2020-06-01,Administrative & General,IT Costs,17303.28
2020-06-01,Administrative & General,Insurance,5787.36
2020-07-01,Rooms Department,Front Office Labor,19820.71
2020-07-01,Rooms Department,Guest Amenities,636.35
2020-07-01,Rooms Department,Cleaning Supplies,35358.62
2020-07-01,Housekeeping & Laundry,Housekeeping Labor,608.6
2020-07-01,Housekeeping & Laundry,Laundry,17189.44
2020-07-01,Housekeeping & Laundry,Linen Replacement,23887.51
2020-07-01,Utilities,Electricity,22177.19
2020-07-01,Utilities,Water,15104.89
2020-07-01,Utilities,Gas,24368.74
2020-07-01,Sales & Marketing,OTA Commissions,24374.76
2020-07-01,Sales & Marketing,Advertising,6743.18
2020-07-01,Sales & Marketing,Promotions,15387.32
2020-07-01,Maintenance & Repairs,Preventive Maintenance,27635.76
2020-07-01,Maintenance & Repairs,Repairs,6794.95
2020-07-01,Maintenance & Repairs,Equipment Maintenance,15835.18
2020-07-01,Administrative & General,Management Salaries,11057.28
2020-07-01,Administrative & General,IT Costs,11371.84
2020-07-01,Administrative & General,Insurance,16999.85
2020-08-01,Rooms Department,Front Office Labor,14808.52
2020-08-01,Rooms Department,Guest Amenities,39346.3
2020-08-01,Rooms Department,Cleaning Supplies,13293.55
2020-08-01,Housekeeping & Laundry,Housekeeping Labor,28306.82
2020-08-01,Housekeeping & Laundry,Laundry,21370.76
2020-08-01,Housekeeping & Laundry,Linen Replacement,10401.0
2020-08-01,Utilities,Electricity,6449.17
2020-08-01,Utilities,Water,15330.35
2020-08-01,Utilities,Gas,25186.12
2020-08-01,Sales & Marketing,OTA Commissions,12014.96
2020-08-01,Sales & Marketing,Advertising,26396.75
2020-08-01,Sales & Marketing,Promotions,18529.63
2020-08-01,Maintenance & Repairs,Preventive Maintenance,43557.59
2020-08-01,Maintenance & Repairs,Repairs,22228.46
2020-08-01,Maintenance & Repairs,Equipment Maintenance,11292.95
2020-08-01,Administrative & General,Management Salaries,62207.51
2020-08-01,Administrative & General,IT Costs,2458.38
2020-08-01,Administrative & General,Insurance,11969.6
2020-09-01,Rooms Department,Front Office Labor,12804.13
2020-09-01,Rooms Department,Guest Amenities,21052.71
2020-09-01,Rooms Department,Cleaning Supplies,4251.29
2020-09-01,Housekeeping & Laundry,Housekeeping Labor,5088.66
2020-09-01,Housekeeping & Laundry,Laundry,30283.15
2020-09-01,Housekeeping & Laundry,Linen Replacement,2928.78
2020-09-01,Utilities,Electricity,2813.66
2020-09-01,Utilities,Water,20550.98
2020-09-01,Utilities,Gas,12509.0
2020-09-01,Sales & Marketing,OTA Commissions,8137.59
2020-09-01,Sales & Marketing,Advertising,7922.06
2020-09-01,Sales & Marketing,Promotions,12189.29
2020-09-01,Maintenance & Repairs,Preventive Maintenance,6754.13
2020-09-01,Maintenance & Repairs,Repairs,4596.62
2020-09-01,Maintenance & Repairs,Equipment Maintenance,24956.18
2020-09-01,Administrative & General,Management Salaries,7288.92
2020-09-01,Administrative & General,IT Costs,16586.07
2020-09-01,Administrative & General,Insurance,17051.66
2020-10-01,Rooms Department,Front Office Labor,20267.77
2020-10-01,Rooms Department,Guest Amenities,11170.66
2020-10-01,Rooms Department,Cleaning Supplies,608.8
2020-10-01,Housekeeping & Laundry,Housekeeping Labor,21851.01
2020-10-01,Housekeeping & Laundry,Laundry,3936.66
2020-10-01,Housekeeping & Laundry,Linen Replacement,10065.77
2020-10-01,Utilities,Electricity,21323.56
2020-10-01,Utilities,Water,810.99
2020-10-01,Utilities,Gas,11619.32
2020-10-01,Sales & Marketing,OTA Commissions,1980.75
2020-10-01,Sales & Marketing,Advertising,22637.93
2020-10-01,Sales & Marketing,Promotions,14500.83
2020-10-01,Maintenance & Repairs,Preventive Maintenance,3823.37
2020-10-01,Maintenance & Repairs,Repairs,22802.73
2020-10-01,Maintenance & Repairs,Equipment Maintenance,16792.7
2020-10-01,Administrative & General,Management Salaries,23737.11
2020-10-01,Administrative & General,IT Costs,4551.9
2020-10-01,Administrative & General,Insurance,7662.15
2020-11-01,Rooms Department,Front Office Labor,14978.95
2020-11-01,Rooms Department,Guest Amenities,20764.18
2020-11-01,Rooms Department,Cleaning Supplies,576.66
2020-11-01,Housekeeping & Laundry,Housekeeping Labor,12805.25
2020-11-01,Housekeeping & Laundry,Laundry,12322.92
2020-11-01,Housekeeping & Laundry,Linen Replacement,30889.85
2020-11-01,Utilities,Electricity,7661.31
2020-11-01,Utilities,Water,33802.46
2020-11-01,Utilities,Gas,9101.63
2020-11-01,Sales & Marketing,OTA Commissions,7625.45
2020-11-01,Sales & Marketing,Advertising,18986.75
2020-11-01,Sales & Marketing,Promotions,13036.33
2020-11-01,Maintenance & Repairs,Preventive Maintenance,5867.55
2020-11-01,Maintenance & Repairs,Repairs,20341.85
2020-11-01,Maintenance & Repairs,Equipment Maintenance,7188.31
2020-11-01,Administrative & General,Management Salaries,13653.55
2020-11-01,Administrative & General,IT Costs,32740.09
2020-11-01,Administrative & General,Insurance,13871.34
2020-12-01,Rooms Department,Front Office Labor,66.37
2020-12-01,Rooms Department,Guest Amenities,20353.22
2020-12-01,Rooms Department,Cleaning Supplies,41325.52
2020-12-01,Housekeeping & Laundry,Housekeeping Labor,32133.21
2020-12-01,Housekeeping & Laundry,Laundry,8137.48
2020-12-01,Housekeeping & Laundry,Linen Replacement,4309.91
2020-12-01,Utilities,Electricity,3167.11
2020-12-01,Utilities,Water,29781.85
2020-12-01,Utilities,Gas,16961.53
2020-12-01,Sales & Marketing,OTA Commissions,3312.16
2020-12-01,Sales & Marketing,Advertising,8062.85
2020-12-01,Sales & Marketing,Promotions,25603.76
2020-12-01,Maintenance & Repairs,Preventive Maintenance,8760.94
2020-12-01,Maintenance & Repairs,Repairs,3434.74
2020-12-01,Maintenance & Repairs,Equipment Maintenance,35747.31
2020-12-01,Administrative & General,Management Salaries,276.13
2020-12-01,Administrative & General,IT Costs,40786.5
2020-12-01,Administrative & General,Insurance,6350.47
2021-01-01,Rooms Department,Front Office Labor,20024.54
2021-01-01,Rooms Department,Guest Amenities,12814.08
2021-01-01,Rooms Department,Cleaning Supplies,9649.03
2021-01-01,Housekeeping & Laundry,Housekeeping Labor,14491.13
2021-01-01,Housekeeping & Laundry,Laundry,17378.7
2021-01-01,Housekeeping & Laundry,Linen Replacement,8102.73
2021-01-01,Utilities,Electricity,23228.83
2021-01-01,Utilities,Water,23429.12
2021-01-01,Utilities,Gas,6242.86
2021-01-01,Sales & Marketing,OTA Commissions,764.61
2021-01-01,Sales & Marketing,Advertising,48003.97
2021-01-01,Sales & Marketing,Promotions,11072.07
2021-01-01,Maintenance & Repairs,Preventive Maintenance,25224.84
2021-01-01,Maintenance & Repairs,Repairs,15735.27
2021-01-01,Maintenance & Repairs,Equipment Maintenance,23825.78
2021-01-01,Administrative & General,Management Salaries,18817.6
2021-01-01,Administrative & General,IT Costs,10691.19
2021-01-01,Administrative & General,Insurance,11573.7
2021-02-01,Rooms Department,Front Office Labor,32139.22
2021-02-01,Rooms Department,Guest Amenities,12117.81
2021-02-01,Rooms Department,Cleaning Supplies,11005.46
2021-02-01,Housekeeping & Laundry,Housekeeping Labor,2115.22
2021-02-01,Housekeeping & Laundry,Laundry,12300.74
2021-02-01,Housekeeping & Laundry,Linen Replacement,50707.21
2021-02-01,Utilities,Electricity,28953.89
2021-02-01,Utilities,Water,18062.37
2021-02-01,Utilities,Gas,591.58
2021-02-01,Sales & Marketing,OTA Commissions,21627.83
2021-02-01,Sales & Marketing,Advertising,18739.62
2021-02-01,Sales & Marketing,Promotions,19042.24
2021-02-01,Maintenance & Repairs,Preventive Maintenance,6962.22
2021-02-01,Maintenance & Repairs,Repairs,15242.12
2021-02-01,Maintenance & Repairs,Equipment Maintenance,23740.63
2021-02-01,Administrative & General,Management Salaries,2569.83
2021-02-01,Administrative & General,IT Costs,1907.48
2021-02-01,Administrative & General,Insurance,39578.09
2021-03-01,Rooms Department,Front Office Labor,13393.88
2021-03-01,Rooms Department,Guest Amenities,6653.59
2021-03-01,Rooms Department,Cleaning Supplies,22784.33
2021-03-01,Housekeeping & Laundry,Housekeeping Labor,14698.53
2021-03-01,Housekeeping & Laundry,Laundry,622.49
2021-03-01,Housekeeping & Laundry,Linen Replacement,20132.32
2021-03-01,Utilities,Electricity,27649.91
2021-03-01,Utilities,Water,6291.74
2021-03-01,Utilities,Gas,11106.09
2021-03-01,Sales & Marketing,OTA Commissions,667.51
2021-03-01,Sales & Marketing,Advertising,47794.44
2021-03-01,Sales & Marketing,Promotions,792.37
2021-03-01,Maintenance & Repairs,Preventive Maintenance,142.98
2021-03-01,Maintenance & Repairs,Repairs,42653.84
2021-03-01,Maintenance & Repairs,Equipment Maintenance,15203.4
2021-03-01,Administrative & General,Management Salaries,11761.56
2021-03-01,Administrative & General,IT Costs,15422.19
2021-03-01,Administrative & General,Insurance,28366.69
2021-04-01,Rooms Department,Front Office Labor,7508.13
2021-04-01,Rooms Department,Guest Amenities,23182.1
2021-04-01,Rooms Department,Cleaning Supplies,91.22
2021-04-01,Housekeeping & Laundry,Housekeeping Labor,229.38
2021-04-01,Housekeeping & Laundry,Laundry,5325.21
2021-04-01,Housekeeping & Laundry,Linen Replacement,28536.23
2021-04-01,Utilities,Electricity,6796.26
2021-04-01,Utilities,Water,8119.83
2021-04-01,Utilities,Gas,14773.26
2021-04-01,Sales & Marketing,OTA Commissions,13.24
2021-04-01,Sales & Marketing,Advertising,13574.18
2021-04-01,Sales & Marketing,Promotions,15965.32
2021-04-01,Maintenance & Repairs,Preventive Maintenance,6819.36
2021-04-01,Maintenance & Repairs,Repairs,8326.76
2021-04-01,Maintenance & Repairs,Equipment Maintenance,16362.12
2021-04-01,Administrative & General,Management Salaries,16644.21
2021-04-01,Administrative & General,IT Costs,6009.41
2021-04-01,Administrative & General,Insurance,7028.9
2021-05-01,Rooms Department,Front Office Labor,1242.57
2021-05-01,Rooms Department,Guest Amenities,24525.64
2021-05-01,Rooms Department,Cleaning Supplies,3700.79
2021-05-01,Housekeeping & Laundry,Housekeeping Labor,13086.88
2021-05-01,Housekeeping & Laundry,Laundry,7859.52
2021-05-01,Housekeeping & Laundry,Linen Replacement,1641.67
2021-05-01,Utilities,Electricity,6399.43
2021-05-01,Utilities,Water,127.93
2021-05-01,Utilities,Gas,25802.55
2021-05-01,Sales & Marketing,OTA Commissions,657.43
2021-05-01,Sales & Marketing,Advertising,8062.9
2021-05-01,Sales & Marketing,Promotions,12503.71
2021-05-01,Maintenance & Repairs,Preventive Maintenance,7198.72
2021-05-01,Maintenance & Repairs,Repairs,12275.76
2021-05-01,Maintenance & Repairs,Equipment Maintenance,8041.03
2021-05-01,Administrative & General,Management Salaries,5134.76
2021-05-01,Administrative & General,IT Costs,8402.47
2021-05-01,Administrative & General,Insurance,11117.25
2021-06-01,Rooms Department,Front Office Labor,10437.1
2021-06-01,Rooms Department,Guest Amenities,4139.53
2021-06-01,Rooms Department,Cleaning Supplies,7918.79
2021-06-01,Housekeeping & Laundry,Housekeeping Labor,3570.98
2021-06-01,Housekeeping & Laundry,Laundry,4255.86
2021-06-01,Housekeeping & Laundry,Linen Replacement,24334.05
2021-06-01,Utilities,Electricity,1572.67
2021-06-01,Utilities,Water,17188.96
2021-06-01,Utilities,Gas,11062.35
2021-06-01,Sales & Marketing,OTA Commissions,16485.5
2021-06-01,Sales & Marketing,Advertising,17047.96
2021-06-01,Sales & Marketing,Promotions,187.88
2021-06-01,Maintenance & Repairs,Preventive Maintenance,12037.3
2021-06-01,Maintenance & Repairs,Repairs,8563.61
2021-06-01,Maintenance & Repairs,Equipment Maintenance,6641.34
2021-06-01,Administrative & General,Management Salaries,2441.88
2021-06-01,Administrative & General,IT Costs,4722.86
2021-06-01,Administrative & General,Insurance,28171.5
2021-07-01,Rooms Department,Front Office Labor,5161.57
2021-07-01,Rooms Department,Guest Amenities,36565.18
2021-07-01,Rooms Department,Cleaning Supplies,5089.87
2021-07-01,Housekeeping & Laundry,Housekeeping Labor,24072.41
2021-07-01,Housekeeping & Laundry,Laundry,9368.06
2021-07-01,Housekeeping & Laundry,Linen Replacement,37312.77
2021-07-01,Utilities,Electricity,7857.91
2021-07-01,Utilities,Water,51993.66
2021-07-01,Utilities,Gas,2662.15
2021-07-01,Sales & Marketing,OTA Commissions,12978.16
2021-07-01,Sales & Marketing,Advertising,8755.4
2021-07-01,Sales & Marketing,Promotions,34886.41
2021-07-01,Maintenance & Repairs,Preventive Maintenance,12630.47
2021-07-01,Maintenance & Repairs,Repairs,18734.92
2021-07-01,Maintenance & Repairs,Equipment Maintenance,12386.73
2021-07-01,Administrative & General,Management Salaries,12827.8
2021-07-01,Administrative & General,IT Costs,40007.64
2021-07-01,Administrative & General,Insurance,2368.91
2021-08-01,Rooms Department,Front Office Labor,16254.58
2021-08-01,Rooms Department,Guest Amenities,22295.15
2021-08-01,Rooms Department,Cleaning Supplies,4697.47
2021-08-01,Housekeeping & Laundry,Housekeeping Labor,6371.82
2021-08-01,Housekeeping & Laundry,Laundry,10270.1
2021-08-01,Housekeeping & Laundry,Linen Replacement,38665.06
2021-08-01,Utilities,Electricity,46498.66
2021-08-01,Utilities,Water,11366.39
2021-08-01,Utilities,Gas,6498.03
2021-08-01,Sales & Marketing,OTA Commissions,22993.67
2021-08-01,Sales & Marketing,Advertising,26916.86
2021-08-01,Sales & Marketing,Promotions,10470.34
2021-08-01,Maintenance & Repairs,Preventive Maintenance,321.09
2021-08-01,Maintenance & Repairs,Repairs,57151.72
2021-08-01,Maintenance & Repairs,Equipment Maintenance,3524.03
2021-08-01,Administrative & General,Management Salaries,55743.01
2021-08-01,Administrative & General,IT Costs,3607.2
2021-08-01,Administrative & General,Insurance,1700.83
2021-09-01,Rooms Department,Front Office Labor,3831.81
2021-09-01,Rooms Department,Guest Amenities,1341.47
2021-09-01,Rooms Department,Cleaning Supplies,16535.51
2021-09-01,Housekeeping & Laundry,Housekeeping Labor,9200.46
2021-09-01,Housekeeping & Laundry,Laundry,11097.53
2021-09-01,Housekeeping & Laundry,Linen Replacement,1504.06
2021-09-01,Utilities,Electricity,1530.72
2021-09-01,Utilities,Water,17646.59
2021-09-01,Utilities,Gas,6443.87
2021-09-01,Sales & Marketing,OTA Commissions,2165.64
2021-09-01,Sales & Marketing,Advertising,22135.68
2021-09-01,Sales & Marketing,Promotions,152.06
2021-09-01,Maintenance & Repairs,Preventive Maintenance,5867.76
2021-09-01,Maintenance & Repairs,Repairs,4767.8
2021-09-01,Maintenance & Repairs,Equipment Maintenance,11942.6
2021-09-01,Administrative & General,Management Salaries,6449.16
2021-09-01,Administrative & General,IT Costs,396.52
2021-09-01,Administrative & General,Insurance,15308.68
2021-10-01,Rooms Department,Front Office Labor,4654.72
2021-10-01,Rooms Department,Guest Amenities,10154.67
2021-10-01,Rooms Department,Cleaning Supplies,17115.91
2021-10-01,Housekeeping & Laundry,Housekeeping Labor,8754.9
2021-10-01,Housekeeping & Laundry,Laundry,23548.69
2021-10-01,Housekeeping & Laundry,Linen Replacement,12332.39
2021-10-01,Utilities,Electricity,7046.03
2021-10-01,Utilities,Water,35278.0
2021-10-01,Utilities,Gas,6029.41
2021-10-01,Sales & Marketing,OTA Commissions,20104.6
2021-10-01,Sales & Marketing,Advertising,2921.66
2021-10-01,Sales & Marketing,Promotions,5047.7
2021-10-01,Maintenance & Repairs,Preventive Maintenance,11705.17
2021-10-01,Maintenance & Repairs,Repairs,11640.81
2021-10-01,Maintenance & Repairs,Equipment Maintenance,14811.31
2021-10-01,Administrative & General,Management Salaries,6843.16
2021-10-01,Administrative & General,IT Costs,12503.0
2021-10-01,Administrative & General,Insurance,18993.36
2021-11-01,Rooms Department,Front Office Labor,606.35
2021-11-01,Rooms Department,Guest Amenities,12854.48
2021-11-01,Rooms Department,Cleaning Supplies,31304.91
2021-11-01,Housekeeping & Laundry,Housekeeping Labor,7554.54
2021-11-01,Housekeeping & Laundry,Laundry,29782.71
2021-11-01,Housekeeping & Laundry,Linen Replacement,21954.6
2021-11-01,Utilities,Electricity,39161.68
2021-11-01,Utilities,Water,2397.4
2021-11-01,Utilities,Gas,556.99
2021-11-01,Sales & Marketing,OTA Commissions,3736.09
2021-11-01,Sales & Marketing,Advertising,36539.21
2021-11-01,Sales & Marketing,Promotions,5036.36
2021-11-01,Maintenance & Repairs,Preventive Maintenance,6071.15
2021-11-01,Maintenance & Repairs,Repairs,35641.1
2021-11-01,Maintenance & Repairs,Equipment Maintenance,25413.98
2021-11-01,Administrative & General,Management Salaries,27376.73
2021-11-01,Administrative & General,IT Costs,6276.21
2021-11-01,Administrative & General,Insurance,20841.39
2021-12-01,Rooms Department,Front Office Labor,29121.82
2021-12-01,Rooms Department,Guest Amenities,7083.08
2021-12-01,Rooms Department,Cleaning Supplies,11735.03
2021-12-01,Housekeeping & Laundry,Housekeeping Labor,4306.4
2021-12-01,Housekeeping & Laundry,Laundry,41918.22
2021-12-01,Housekeeping & Laundry,Linen Replacement,15878.77
2021-12-01,Utilities,Electricity,28785.05
2021-12-01,Utilities,Water,17048.57
2021-12-01,Utilities,Gas,25631.7
2021-12-01,Sales & Marketing,OTA Commissions,58018.18
2021-12-01,Sales & Marketing,Advertising,515.06
2021-12-01,Sales & Marketing,Promotions,9660.88
2021-12-01,Maintenance & Repairs,Preventive Maintenance,6103.93
2021-12-01,Maintenance & Repairs,Repairs,48129.62
2021-12-01,Maintenance & Repairs,Equipment Maintenance,3184.05
2021-12-01,Administrative & General,Management Salaries,31768.11
2021-12-01,Administrative & General,IT Costs,21871.84
2021-12-01,Administrative & General,Insurance,18665.76
2022-01-01,Rooms Department,Front Office Labor,7819.72
2022-01-01,Rooms Department,Guest Amenities,2534.57
2022-01-01,Rooms Department,Cleaning Supplies,23245.09
2022-01-01,Housekeeping & Laundry,Housekeeping Labor,3990.58
2022-01-01,Housekeeping & Laundry,Laundry,11161.75
2022-01-01,Housekeeping & Laundry,Linen Replacement,36766.42
2022-01-01,Utilities,Electricity,29130.88
2022-01-01,Utilities,Water,12148.06
2022-01-01,Utilities,Gas,14204.16
2022-01-01,Sales & Marketing,OTA Commissions,10859.87
2022-01-01,Sales & Marketing,Advertising,3369.02
2022-01-01,Sales & Marketing,Promotions,23106.35
2022-01-01,Maintenance & Repairs,Preventive Maintenance,4016.11
2022-01-01,Maintenance & Repairs,Repairs,3537.19
2022-01-01,Maintenance & Repairs,Equipment Maintenance,44379.74
2022-01-01,Administrative & General,Management Salaries,15033.32
2022-01-01,Administrative & General,IT Costs,25352.78
2022-01-01,Administrative & General,Insurance,11513.14
2022-02-01,Rooms Department,Front Office Labor,7669.7
2022-02-01,Rooms Department,Guest Amenities,28499.68
2022-02-01,Rooms Department,Cleaning Supplies,5672.73
2022-02-01,Housekeeping & Laundry,Housekeeping Labor,11384.52
2022-02-01,Housekeeping & Laundry,Laundry,5253.47
2022-02-01,Housekeeping & Laundry,Linen Replacement,44372.54
2022-02-01,Utilities,Electricity,21730.63
2022-02-01,Utilities,Water,4331.7
